"Fecha";"Ano";"Mes";"Dia";"Estacion";"1";"8";"9";"10";"14"
2021-05-01;2021;5;1;4;11;NA;NA;NA;16
2021-05-02;2021;5;2;4;11;NA;NA;NA;12
2021-05-03;2021;5;3;4;11;NA;NA;NA;12
2021-05-04;2021;5;4;4;10;NA;NA;NA;25
2021-05-05;2021;5;5;4;10;NA;NA;NA;41
2021-05-06;2021;5;6;4;11;NA;NA;NA;40
2021-05-07;2021;5;7;4;10;NA;NA;NA;29
2021-05-08;2021;5;8;4;10;NA;NA;NA;24
2021-05-09;2021;5;9;4;10;NA;NA;NA;13
2021-05-10;2021;5;10;4;11;NA;NA;NA;18
2021-05-11;2021;5;11;4;10;NA;NA;NA;17
2021-05-12;2021;5;12;4;11;NA;NA;NA;14
2021-05-13;2021;5;13;4;11;NA;NA;NA;17
2021-05-14;2021;5;14;4;10;NA;NA;NA;14
2021-05-15;2021;5;15;4;10;NA;NA;NA;13
2021-05-16;2021;5;16;4;9;NA;NA;NA;7
2021-05-17;2021;5;17;4;9;NA;NA;NA;21
2021-05-18;2021;5;18;4;9;NA;NA;NA;31
2021-05-19;2021;5;19;4;9;NA;NA;NA;19
2021-05-20;2021;5;20;4;9;NA;NA;NA;31
2021-05-21;2021;5;21;4;9;NA;NA;NA;37
2021-05-22;2021;5;22;4;10;NA;NA;NA;11
2021-05-23;2021;5;23;4;10;NA;NA;NA;10
2021-05-24;2021;5;24;4;11;NA;NA;NA;21
2021-05-25;2021;5;25;4;10;NA;NA;NA;22
2021-05-26;2021;5;26;4;9;NA;NA;NA;26
2021-05-27;2021;5;27;4;10;NA;NA;NA;26
2021-05-28;2021;5;28;4;9;NA;NA;NA;26
2021-05-29;2021;5;29;4;9;NA;NA;NA;23
2021-05-30;2021;5;30;4;9;NA;NA;NA;10
2021-05-31;2021;5;31;4;9;NA;NA;NA;21
2021-06-01;2021;6;1;4;10;NA;NA;NA;19
2021-06-02;2021;6;2;4;10;NA;NA;NA;26
2021-06-03;2021;6;3;4;10;NA;NA;NA;24
2021-06-04;2021;6;4;4;10;NA;NA;NA;28
2021-06-05;2021;6;5;4;11;NA;NA;NA;15
2021-06-06;2021;6;6;4;10;NA;NA;NA;23
2021-06-07;2021;6;7;4;10;NA;NA;NA;32
2021-06-08;2021;6;8;4;9;NA;NA;NA;34
2021-06-09;2021;6;9;4;9;NA;NA;NA;32
2021-06-10;2021;6;10;4;9;NA;NA;NA;27
2021-06-11;2021;6;11;4;9;NA;NA;NA;25
2021-06-12;2021;6;12;4;9;NA;NA;NA;11
2021-06-13;2021;6;13;4;9;NA;NA;NA;11
2021-06-14;2021;6;14;4;9;NA;NA;NA;22
2021-06-15;2021;6;15;4;9;NA;NA;NA;19
2021-06-16;2021;6;16;4;10;NA;NA;NA;20
2021-06-17;2021;6;17;4;11;NA;NA;NA;24
2021-06-18;2021;6;18;4;11;NA;NA;NA;16
2021-06-19;2021;6;19;4;10;NA;NA;NA;12
2021-06-20;2021;6;20;4;11;NA;NA;NA;9
2021-06-21;2021;6;21;4;11;NA;NA;NA;15
2021-06-22;2021;6;22;4;11;NA;NA;NA;27
2021-06-23;2021;6;23;4;11;NA;NA;NA;19
2021-06-24;2021;6;24;4;10;NA;NA;NA;24
2021-06-25;2021;6;25;4;10;NA;NA;NA;27
2021-06-26;2021;6;26;4;9;NA;NA;NA;26
2021-06-27;2021;6;27;4;9;NA;NA;NA;10
2021-06-28;2021;6;28;4;9;NA;NA;NA;20
2021-06-29;2021;6;29;4;9;NA;NA;NA;25
2021-06-30;2021;6;30;4;10;NA;NA;NA;25
2021-07-01;2021;7;1;4;10;NA;NA;NA;39
2021-07-02;2021;7;2;4;9;NA;NA;NA;40
2021-07-03;2021;7;3;4;8;NA;NA;NA;19
2021-07-04;2021;7;4;4;8;NA;NA;NA;8
2021-07-05;2021;7;5;4;8;NA;NA;NA;14
2021-07-06;2021;7;6;4;10;NA;NA;NA;19
2021-07-07;2021;7;7;4;10;NA;NA;NA;23
2021-07-08;2021;7;8;4;10;NA;NA;NA;24
2021-07-09;2021;7;9;4;9;NA;NA;NA;30
2021-07-10;2021;7;10;4;9;NA;NA;NA;34
2021-07-11;2021;7;11;4;9;NA;NA;NA;23
2021-07-12;2021;7;12;4;NA;NA;NA;NA;20
2021-07-13;2021;7;13;4;8;NA;NA;NA;17
2021-07-14;2021;7;14;4;8;NA;NA;NA;19
2021-07-15;2021;7;15;4;7;NA;NA;NA;23
2021-07-16;2021;7;16;4;7;NA;NA;NA;29
2021-07-17;2021;7;17;4;7;NA;NA;NA;20
2021-07-18;2021;7;18;4;7;NA;NA;NA;13
2021-07-19;2021;7;19;4;7;NA;NA;NA;30
2021-07-20;2021;7;20;4;7;NA;NA;NA;38
2021-07-21;2021;7;21;4;7;NA;NA;NA;36
2021-07-22;2021;7;22;4;8;NA;NA;NA;39
2021-07-23;2021;7;23;4;8;NA;NA;NA;36
2021-07-24;2021;7;24;4;7;NA;NA;NA;12
2021-07-25;2021;7;25;4;7;NA;NA;NA;12
2021-07-26;2021;7;26;4;NA;NA;NA;NA;25
2021-07-27;2021;7;27;4;7;NA;NA;NA;28
2021-07-28;2021;7;28;4;7;NA;NA;NA;24
2021-07-29;2021;7;29;4;7;NA;NA;NA;20
2021-07-30;2021;7;30;4;7;NA;NA;NA;18
2021-07-31;2021;7;31;4;8;NA;NA;NA;9
2021-08-01;2021;8;1;4;8;NA;NA;NA;7
2021-08-02;2021;8;2;4;8;NA;NA;NA;17
2021-08-03;2021;8;3;4;7;NA;NA;NA;26
2021-08-04;2021;8;4;4;7;NA;NA;NA;14
2021-08-05;2021;8;5;4;7;NA;NA;NA;26
2021-08-06;2021;8;6;4;NA;NA;NA;NA;NA
2021-08-07;2021;8;7;4;8;NA;NA;NA;7
2021-08-08;2021;8;8;4;8;NA;NA;NA;12
2021-08-09;2021;8;9;4;8;NA;NA;NA;15
2021-08-10;2021;8;10;4;8;NA;NA;NA;20
2021-08-11;2021;8;11;4;8;NA;NA;NA;32
2021-08-12;2021;8;12;4;8;NA;NA;NA;18
2021-08-13;2021;8;13;4;NA;NA;NA;NA;NA
2021-08-14;2021;8;14;4;NA;NA;NA;NA;NA
2021-08-15;2021;8;15;4;NA;NA;NA;NA;NA
2021-08-16;2021;8;16;4;NA;NA;NA;NA;NA
2021-08-17;2021;8;17;4;8;NA;NA;NA;13
2021-08-18;2021;8;18;4;8;NA;NA;NA;15
2021-08-19;2021;8;19;4;8;NA;NA;NA;20
2021-08-20;2021;8;20;4;8;NA;NA;NA;17
2021-08-21;2021;8;21;4;8;NA;NA;NA;24
2021-08-22;2021;8;22;4;8;NA;NA;NA;26
2021-08-23;2021;8;23;4;8;NA;NA;NA;22
2021-08-24;2021;8;24;4;8;NA;NA;NA;15
2021-08-25;2021;8;25;4;9;NA;NA;NA;18
2021-08-26;2021;8;26;4;9;NA;NA;NA;26
2021-08-27;2021;8;27;4;8;NA;NA;NA;22
2021-08-28;2021;8;28;4;9;NA;NA;NA;14
2021-08-29;2021;8;29;4;9;NA;NA;NA;10
2021-08-30;2021;8;30;4;9;NA;NA;NA;12
2021-08-31;2021;8;31;4;9;NA;NA;NA;18
2021-09-01;2021;9;1;4;10;NA;NA;NA;17
2021-09-02;2021;9;2;4;11;NA;NA;NA;18
2021-09-03;2021;9;3;4;10;NA;NA;NA;20
2021-09-04;2021;9;4;4;10;NA;NA;NA;23
2021-09-05;2021;9;5;4;10;NA;NA;NA;22
2021-09-06;2021;9;6;4;10;NA;NA;NA;22
2021-09-07;2021;9;7;4;9;NA;NA;NA;17
2021-09-08;2021;9;8;4;10;NA;NA;NA;10
2021-09-09;2021;9;9;4;10;NA;NA;NA;11
2021-09-10;2021;9;10;4;10;NA;NA;NA;10
2021-09-11;2021;9;11;4;10;NA;NA;NA;14
2021-09-12;2021;9;12;4;10;NA;NA;NA;17
2021-09-13;2021;9;13;4;11;NA;NA;NA;21
2021-09-14;2021;9;14;4;12;NA;NA;NA;15
2021-09-15;2021;9;15;4;11;NA;NA;NA;NA
2021-09-16;2021;9;16;4;11;NA;NA;NA;44
2021-09-17;2021;9;17;4;11;NA;NA;NA;39
2021-09-18;2021;9;18;4;10;NA;NA;NA;24
2021-09-19;2021;9;19;4;10;NA;NA;NA;26
2021-09-20;2021;9;20;4;10;NA;NA;NA;31
2021-09-21;2021;9;21;4;10;NA;NA;NA;20
2021-09-22;2021;9;22;4;10;NA;NA;NA;29
2021-09-23;2021;9;23;4;10;NA;NA;NA;25
2021-09-24;2021;9;24;4;10;NA;NA;NA;34
2021-09-25;2021;9;25;4;10;NA;NA;NA;29
2021-09-26;2021;9;26;4;10;NA;NA;NA;17
2021-09-27;2021;9;27;4;11;NA;NA;NA;54
2021-09-28;2021;9;28;4;11;NA;NA;NA;47
2021-09-29;2021;9;29;4;11;NA;NA;NA;44
2021-09-30;2021;9;30;4;10;NA;NA;NA;41
2021-10-01;2021;10;1;4;NA;NA;NA;NA;NA
2021-10-02;2021;10;2;4;NA;NA;NA;NA;NA
2021-10-03;2021;10;3;4;NA;NA;NA;NA;NA
2021-10-04;2021;10;4;4;NA;NA;NA;NA;NA
2021-10-05;2021;10;5;4;NA;NA;NA;NA;NA
2021-10-06;2021;10;6;4;NA;NA;NA;NA;NA
2021-10-07;2021;10;7;4;NA;NA;NA;NA;NA
2021-10-08;2021;10;8;4;NA;NA;NA;NA;NA
2021-10-09;2021;10;9;4;NA;NA;NA;NA;43
2021-10-10;2021;10;10;4;NA;NA;NA;NA;29
2021-10-11;2021;10;11;4;NA;NA;NA;NA;40
2021-10-12;2021;10;12;4;NA;NA;NA;NA;39
2021-10-13;2021;10;13;4;NA;NA;NA;NA;55
2021-10-14;2021;10;14;4;NA;NA;NA;NA;67
2021-10-15;2021;10;15;4;NA;NA;NA;NA;56
2021-10-16;2021;10;16;4;NA;NA;NA;NA;65
2021-10-17;2021;10;17;4;NA;NA;NA;NA;33
2021-10-18;2021;10;18;4;NA;NA;NA;NA;46
2021-10-19;2021;10;19;4;4;NA;NA;NA;48
2021-10-20;2021;10;20;4;4;NA;NA;NA;40
2021-10-21;2021;10;21;4;3;NA;NA;NA;36
2021-10-22;2021;10;22;4;3;NA;NA;NA;24
2021-10-23;2021;10;23;4;4;NA;NA;NA;36
2021-10-24;2021;10;24;4;4;NA;NA;NA;42
2021-10-25;2021;10;25;4;NA;NA;NA;NA;NA
2021-10-26;2021;10;26;4;NA;NA;NA;NA;NA
2021-10-27;2021;10;27;4;NA;NA;NA;NA;NA
2021-10-28;2021;10;28;4;NA;NA;NA;NA;NA
2021-10-29;2021;10;29;4;NA;NA;NA;NA;NA
2021-10-30;2021;10;30;4;NA;NA;NA;NA;NA
2021-10-31;2021;10;31;4;NA;NA;NA;NA;NA
2021-11-01;2021;11;1;4;NA;NA;NA;NA;NA
2021-11-02;2021;11;2;4;NA;NA;NA;NA;NA
2021-11-03;2021;11;3;4;NA;NA;NA;NA;NA
2021-11-04;2021;11;4;4;NA;NA;NA;NA;NA
2021-11-05;2021;11;5;4;NA;NA;NA;NA;NA
2021-11-06;2021;11;6;4;NA;NA;NA;NA;NA
2021-11-07;2021;11;7;4;NA;NA;NA;NA;NA
2021-11-08;2021;11;8;4;NA;NA;NA;NA;NA
2021-11-09;2021;11;9;4;NA;NA;NA;NA;NA
2021-11-10;2021;11;10;4;NA;NA;NA;NA;NA
2021-11-11;2021;11;11;4;NA;NA;NA;NA;NA
2021-11-12;2021;11;12;4;NA;NA;NA;NA;NA
2021-11-13;2021;11;13;4;NA;NA;NA;NA;NA
2021-11-14;2021;11;14;4;NA;NA;NA;NA;NA
2021-11-15;2021;11;15;4;NA;NA;NA;NA;NA
2021-11-16;2021;11;16;4;NA;NA;NA;NA;NA
2021-11-17;2021;11;17;4;NA;NA;NA;NA;NA
2021-11-18;2021;11;18;4;NA;NA;NA;NA;NA
2021-11-19;2021;11;19;4;NA;NA;NA;NA;NA
2021-11-20;2021;11;20;4;NA;NA;NA;NA;NA
2021-11-21;2021;11;21;4;NA;NA;NA;NA;NA
2021-11-22;2021;11;22;4;NA;NA;NA;NA;NA
2021-11-23;2021;11;23;4;NA;NA;NA;NA;NA
2021-11-24;2021;11;24;4;NA;NA;NA;NA;NA
2021-11-25;2021;11;25;4;NA;NA;NA;NA;NA
2021-11-26;2021;11;26;4;NA;NA;NA;NA;NA
2021-11-27;2021;11;27;4;NA;NA;NA;NA;NA
2021-11-28;2021;11;28;4;NA;NA;NA;NA;NA
2021-11-29;2021;11;29;4;NA;NA;NA;NA;NA
2021-11-30;2021;11;30;4;NA;NA;NA;NA;NA
2021-12-01;2021;12;1;4;NA;NA;NA;NA;NA
2021-12-02;2021;12;2;4;NA;NA;NA;NA;NA
2021-12-03;2021;12;3;4;NA;NA;NA;NA;NA
2021-12-04;2021;12;4;4;NA;NA;NA;NA;NA
2021-12-05;2021;12;5;4;NA;NA;NA;NA;NA
2021-12-06;2021;12;6;4;NA;NA;NA;NA;NA
2021-12-07;2021;12;7;4;NA;NA;NA;NA;NA
2021-12-08;2021;12;8;4;NA;NA;NA;NA;NA
2021-12-09;2021;12;9;4;NA;NA;NA;NA;NA
2021-12-10;2021;12;10;4;NA;NA;NA;NA;NA
2021-12-11;2021;12;11;4;NA;NA;NA;NA;NA
2021-12-12;2021;12;12;4;NA;NA;NA;NA;NA
2021-12-13;2021;12;13;4;NA;NA;NA;NA;NA
2021-12-14;2021;12;14;4;NA;NA;NA;NA;NA
2021-12-15;2021;12;15;4;NA;NA;NA;NA;NA
2021-12-16;2021;12;16;4;NA;NA;NA;NA;NA
2021-12-17;2021;12;17;4;NA;NA;NA;NA;NA
2021-12-18;2021;12;18;4;NA;NA;NA;NA;NA
2021-12-19;2021;12;19;4;NA;NA;NA;NA;NA
2021-12-20;2021;12;20;4;NA;NA;NA;NA;NA
2021-12-21;2021;12;21;4;NA;NA;NA;NA;NA
2021-12-22;2021;12;22;4;NA;NA;NA;NA;NA
2021-12-23;2021;12;23;4;NA;NA;NA;NA;NA
2021-12-24;2021;12;24;4;NA;NA;NA;NA;NA
2021-12-25;2021;12;25;4;NA;NA;NA;NA;NA
2021-12-26;2021;12;26;4;NA;NA;NA;NA;NA
2021-12-27;2021;12;27;4;NA;NA;NA;NA;NA
2021-12-28;2021;12;28;4;NA;NA;NA;NA;NA
2021-12-29;2021;12;29;4;NA;NA;NA;NA;NA
2021-12-30;2021;12;30;4;NA;NA;NA;NA;NA
2021-12-31;2021;12;31;4;NA;NA;NA;NA;NA
2021-01-01;2021;1;1;8;2;NA;NA;NA;23
2021-01-02;2021;1;2;8;3;NA;NA;NA;36
2021-01-03;2021;1;3;8;2;NA;NA;NA;42
2021-01-04;2021;1;4;8;2;NA;NA;NA;47
2021-01-05;2021;1;5;8;3;NA;NA;NA;61
2021-01-06;2021;1;6;8;3;NA;NA;NA;41
2021-01-07;2021;1;7;8;2;NA;NA;NA;43
2021-01-08;2021;1;8;8;2;NA;NA;NA;35
2021-01-09;2021;1;9;8;2;NA;NA;NA;24
2021-01-10;2021;1;10;8;2;NA;NA;NA;27
2021-01-11;2021;1;11;8;NA;NA;NA;NA;39
2021-01-12;2021;1;12;8;NA;NA;NA;NA;57
2021-01-13;2021;1;13;8;NA;NA;NA;NA;69
2021-01-14;2021;1;14;8;NA;NA;NA;NA;76
2021-01-15;2021;1;15;8;NA;NA;NA;NA;78
2021-01-16;2021;1;16;8;NA;NA;NA;NA;82
2021-01-17;2021;1;17;8;NA;NA;NA;NA;68
2021-01-18;2021;1;18;8;NA;NA;NA;NA;83
2021-01-19;2021;1;19;8;3;NA;NA;NA;72
2021-01-20;2021;1;20;8;2;NA;NA;NA;72
2021-01-21;2021;1;21;8;2;NA;NA;NA;32
2021-01-22;2021;1;22;8;2;NA;NA;NA;32
2021-01-23;2021;1;23;8;2;NA;NA;NA;20
2021-01-24;2021;1;24;8;2;NA;NA;NA;19
2021-01-25;2021;1;25;8;2;NA;NA;NA;28
2021-01-26;2021;1;26;8;2;NA;NA;NA;30
2021-01-27;2021;1;27;8;2;NA;NA;NA;32
2021-01-28;2021;1;28;8;2;NA;NA;NA;25
2021-01-29;2021;1;29;8;2;NA;NA;NA;27
2021-01-30;2021;1;30;8;2;NA;NA;NA;20
2021-01-31;2021;1;31;8;2;NA;NA;NA;17
2021-02-01;2021;2;1;8;2;NA;NA;NA;31
2021-02-02;2021;2;2;8;2;NA;NA;NA;28
2021-02-03;2021;2;3;8;2;NA;NA;NA;31
2021-02-04;2021;2;4;8;2;NA;NA;NA;35
2021-02-05;2021;2;5;8;3;NA;NA;NA;37
2021-02-06;2021;2;6;8;2;NA;NA;NA;29
2021-02-07;2021;2;7;8;2;NA;NA;NA;20
2021-02-08;2021;2;8;8;2;NA;NA;NA;29
2021-02-09;2021;2;9;8;2;NA;NA;NA;33
2021-02-10;2021;2;10;8;2;NA;NA;NA;35
2021-02-11;2021;2;11;8;2;NA;NA;NA;34
2021-02-12;2021;2;12;8;2;NA;NA;NA;35
2021-02-13;2021;2;13;8;3;NA;NA;NA;35
2021-02-14;2021;2;14;8;3;NA;NA;NA;34
2021-02-15;2021;2;15;8;3;NA;NA;NA;33
2021-02-16;2021;2;16;8;3;NA;NA;NA;43
2021-02-17;2021;2;17;8;3;NA;NA;NA;52
2021-02-18;2021;2;18;8;3;NA;NA;NA;51
2021-02-19;2021;2;19;8;3;NA;NA;NA;49
2021-02-20;2021;2;20;8;3;NA;NA;NA;32
2021-02-21;2021;2;21;8;2;NA;NA;NA;18
2021-02-22;2021;2;22;8;3;NA;NA;NA;36
2021-02-23;2021;2;23;8;3;NA;NA;NA;44
2021-02-24;2021;2;24;8;3;NA;NA;NA;43
2021-02-25;2021;2;25;8;3;NA;NA;NA;41
2021-02-26;2021;2;26;8;3;NA;NA;NA;45
2021-02-27;2021;2;27;8;3;NA;NA;NA;40
2021-02-28;2021;2;28;8;3;NA;NA;NA;18
2021-03-01;2021;3;1;8;3;NA;NA;NA;47
2021-03-02;2021;3;2;8;3;NA;NA;NA;40
2021-03-03;2021;3;3;8;3;NA;NA;NA;49
2021-03-04;2021;3;4;8;3;NA;NA;NA;54
2021-03-05;2021;3;5;8;3;NA;NA;NA;40
2021-03-06;2021;3;6;8;3;NA;NA;NA;25
2021-03-07;2021;3;7;8;3;NA;NA;NA;22
2021-03-08;2021;3;8;8;3;NA;NA;NA;45
2021-03-09;2021;3;9;8;3;NA;NA;NA;32
2021-03-10;2021;3;10;8;3;NA;NA;NA;48
2021-03-11;2021;3;11;8;3;NA;NA;NA;41
2021-03-12;2021;3;12;8;3;NA;NA;NA;35
2021-03-13;2021;3;13;8;3;NA;NA;NA;39
2021-03-14;2021;3;14;8;3;NA;NA;NA;27
2021-03-15;2021;3;15;8;3;NA;NA;NA;33
2021-03-16;2021;3;16;8;3;NA;NA;NA;28
2021-03-17;2021;3;17;8;3;NA;NA;NA;26
2021-03-18;2021;3;18;8;3;NA;NA;NA;30
2021-03-19;2021;3;19;8;3;NA;NA;NA;22
2021-03-20;2021;3;20;8;3;NA;NA;NA;21
2021-03-21;2021;3;21;8;4;NA;NA;NA;22
2021-03-22;2021;3;22;8;4;NA;NA;NA;47
2021-03-23;2021;3;23;8;4;NA;NA;NA;58
2021-03-24;2021;3;24;8;4;NA;NA;NA;50
2021-03-25;2021;3;25;8;4;NA;NA;NA;59
2021-03-26;2021;3;26;8;4;NA;NA;NA;43
2021-03-27;2021;3;27;8;4;NA;NA;NA;25
2021-03-28;2021;3;28;8;3;NA;NA;NA;20
2021-03-29;2021;3;29;8;4;NA;NA;NA;33
2021-03-30;2021;3;30;8;4;NA;NA;NA;36
2021-03-31;2021;3;31;8;4;NA;NA;NA;37
2021-04-01;2021;4;1;8;3;NA;NA;NA;23
2021-04-02;2021;4;2;8;3;NA;NA;NA;20
2021-04-03;2021;4;3;8;3;NA;NA;NA;31
2021-04-04;2021;4;4;8;3;NA;NA;NA;26
2021-04-05;2021;4;5;8;3;NA;NA;NA;36
2021-04-06;2021;4;6;8;4;NA;NA;NA;52
2021-04-07;2021;4;7;8;3;NA;NA;NA;29
2021-04-08;2021;4;8;8;3;NA;NA;NA;28
2021-04-09;2021;4;9;8;3;NA;NA;NA;34
2021-04-10;2021;4;10;8;3;NA;NA;NA;20
2021-04-11;2021;4;11;8;3;NA;NA;NA;18
2021-04-12;2021;4;12;8;3;NA;NA;NA;31
2021-04-13;2021;4;13;8;4;NA;NA;NA;46
2021-04-14;2021;4;14;8;4;NA;NA;NA;29
2021-04-15;2021;4;15;8;3;NA;NA;NA;27
2021-04-16;2021;4;16;8;4;NA;NA;NA;30
2021-04-17;2021;4;17;8;3;NA;NA;NA;22
